"location_id","observed_at","state","water_level","sensor"
"EX31","2021-10-22 11:19:01","no_flow",12.6225793642201,"X2"
"EX61","2021-10-20 13:46:02","no_flow",5.34677365095704,"X7"
"EX45","2021-06-11 11:26:24","no_flow",14.4677404672955,"X2"
"EX36","2021-08-10 11:49:34","wt",NA,"X6"
"X1","2021-10-20 12:11:32","flow",23.1431428127209,"X4"
"EX43","2021-09-18 12:29:18","no_flow",2.36411266331532,"X6"
"EX72","2021-09-18 12:51:14","no_flow",3.48588674302591,"X3"
"EX61","2021-07-23 09:15:47","no_flow",14.5411275566224,"X1"
"EX56","2021-09-07 09:00:34","no_flow",NA,"X5"
"X3","2021-09-02 11:49:38","flow",2.06008043610404,"X3"
"EX58","2021-09-15 12:40:27","no_flow",11.537498829173,"X2"
"EX36","2021-08-06 12:48:18","flow",NA,"X4"
"X5","2021-09-03 10:01:15","wt",6.12782195879292,"X7"
"EX42","2021-10-22 11:04:28","no_flow",5.89193488595658,"X7"
"EX72","2021-06-11 11:41:51","wt",12.0826600641725,"X8"
"EX21","2021-09-28 09:35:59","no_flow",5.18427366744756,"X7"
"EX49","2021-09-28 10:03:51","flow",13.9645147119113,"X1"
"EX62","2021-10-20 13:44:46","no_flow",11.7104826825863,"X2"
"EX10","2021-08-26 10:23:20","no_flow",10.4576602290777,"X8"
"X10","2021-09-08 08:17:11","no_flow",1.94475786716182,"X6"
"X8","2021-09-07 08:44:19","no_flow",1.76653207879659,"X6"
"EX27","2021-09-21 10:22:56","wt",6.45282192581188,"X7"
"EX27","2021-09-18 12:15:16","flow",3.45967706826632,"X3"
"EX26","2021-08-06 11:03:53","flow",12.3866922913838,"X8"
"EX8","2021-08-10 08:42:34","no_flow",1.65120950985438,"X3"
"EX32","2021-08-18 08:36:52","flow",14.0745953459016,"X2"
"EX73","2021-09-07 11:02:03","no_flow",9.91774092903012,"X8"
"X5","2021-10-22 09:41:26","wt",NA,"X3"
"EX43","2021-08-06 12:40:40","no_flow",12.2504019826339,"X8"
"X11","2021-09-15 12:12:54","no_flow",2.7520158497573,"X6"
"EX50","2021-10-20 14:00:58","wt",1.46774178653723,"X6"
"EX13","2021-08-18 06:59:20","wt",NA,"X3"
"EX45","2021-10-22 09:47:28","no_flow",1.56733855062368,"X6"
"EX13","2021-10-22 08:01:18","no_flow",24.3802394613737,"X4"
"EX41","2021-10-13 12:09:21","flow",15.7677403353713,"X2"
"EX15","2021-10-12 12:22:41","wt",12.2818535923454,"X2"
"EX18","2021-07-23 07:33:12","wt",10.5310473184046,"X8"
"EX51","2021-09-15 12:35:39","no_flow",14.6826598003242,"X1"
"EX68","2021-06-11 11:51:09","flow",NA,"X3"
"X5","2021-10-20 14:03:06","wt",1.46774178653723,"X6"
"X2","2021-08-18 09:14:48","flow",11.4012085204231,"X8"
"EX9","2021-10-12 12:13:37","no_flow",NA,"X5"
"EX3","2021-08-18 06:27:26","no_flow",5.01128981403424,"X7"
"EX51","2021-09-07 10:13:14","no_flow",NA,"X5"
"EX61","2021-09-21 11:18:35","wt",2.34314492350764,"X6"
"X4","2021-10-15 12:28:45","flow",24.165320128345,"X4"
"EX40","2021-07-23 08:33:17","no_flow",NA,"X5"
"EX48","2021-09-03 09:51:14","wt",24.4064491361333,"X4"
"EX36","2021-08-10 11:49:34","wt",1.54112887586409,"X3"
"EX35","2021-09-18 12:25:19","no_flow",17.2512079267643,"X1"
"EX12","2021-10-13 10:21:31","wt",27.263303684929,"X4"
"EX70","2021-08-10 11:59:20","no_flow",NA,"X6"
"EX73","2021-09-07 11:02:03","no_flow",23.0854815282498,"X4"
"EX57","2021-09-28 09:55:46","no_flow",22.7447557563751,"X4"
"EX72","2021-09-21 11:39:41","no_flow",2.32741911865189,"X6"
"EX10","2021-09-21 09:37:15","no_flow",6.44233805590804,"X7"
"EX26","2021-08-10 09:59:25","flow",5.07419303345727,"X7"
"EX36","2021-09-18 12:26:18","flow",10.5887086028757,"X8"
"EX21","2021-09-15 11:17:30","no_flow",11.5008052845096,"X2"
"EX21","2021-08-10 09:39:51","no_flow",17.0048369840241,"X1"
"EX60","2021-09-07 09:13:52","no_flow",3.83185444985254,"X7"
"X6","2021-09-07 08:25:47","no_flow",13.8754018177287,"X1"
"X7","2021-10-22 08:42:28","flow",12.6907245185951,"X2"
"EX60","2021-08-06 11:43:51","flow",12.3552406816723,"X8"
"EX29","2021-08-06 10:51:34","no_flow",22.0370945378661,"X1"
"EX49","2021-07-23 08:51:41","flow",12.3919342263357,"X2"
"EX4","2021-09-15 10:56:29","no_flow",9.20483777556918,"X8"
"EX11","2021-09-28 09:42:40","no_flow",9.32016034451139,"X8"
"X1","2021-10-22 12:33:26","flow",1.47822565644106,"X6"
"EX27","2021-10-13 10:27:36","flow",8.35040237840643,"X7"
"EX66","2021-09-07 10:46:25","wt",3.69032220615074,"X7"
"X12","2021-09-18 11:58:44","no_flow",2.33790298855572,"X6"
"EX1","2021-08-10 08:56:37","no_flow",17.1254014879183,"X1"
"EX5","2021-10-22 08:11:20","no_flow",6.38467677143693,"X7"
"X2","2021-10-22 10:59:35","flow",NA,"X3"
"EX40","2021-10-20 12:37:47","no_flow",11.6999988126825,"X2"
"EX30","2021-09-15 12:49:48","no_flow",2.72056424004579,"X6"
"EX26","2021-09-21 10:25:21","flow",NA,"X5"
"EX14","2021-08-10 09:18:06","no_flow",17.0205627888799,"X1"
"EX67","2021-09-07 10:46:21","no_flow",3.02459646725707,"X3"
"EX59","2021-09-07 10:40:04","no_flow",NA,"X5"
"EX59","2021-09-15 12:30:45","no_flow",22.6346751223848,"X4"
"EX26","2021-08-10 09:59:25","flow",NA,"X6"
"EX35","2021-08-06 12:45:53","no_flow",14.0850792158055,"X2"
"EX34","2021-09-07 11:31:00","no_flow",13.8963695575364,"X1"
"EX37","2021-09-18 12:26:37","no_flow",2.36411266331532,"X6"
"X14","2021-08-18 09:36:47","flow",11.3697569107116,"X8"
"EX71","2021-09-15 12:02:30","no_flow",2.69959650023811,"X6"
"EX20","2021-08-26 10:09:33","wt",NA,"X6"
"EX20","2021-09-03 08:55:13","wt",6.15403163355251,"X7"
"EX1","2021-06-02 10:42:15","no_flow",14.3681437032091,"X1"
"EX36","2021-08-06 12:48:18","flow",5.6455639432164,"X7"
"EX41","2021-10-20 12:32:23","no_flow",23.0907234632017,"X4"
"X1","2021-08-26 13:55:16","flow",12.5387084049894,"X2"
"X15","2021-09-15 12:32:29","wt",NA,"X5"
"X2","2021-10-15 12:12:30","flow",3.28145127990108,"X3"
"X15","2021-09-28 10:03:22","wt",5.23145108201483,"X7"
"EX25","2021-10-12 12:30:37","wt",NA,"X5"
"EX30","2021-06-02 13:12:15","wt",14.2895146789303,"X1"
"EX65","2021-10-13 12:05:37","flow",26.6762069703141,"X4"
"EX15","2021-09-18 11:46:40","wt",24.5008039652678,"X4"
"EX67","2021-08-06 12:13:27","flow",5.66128974807216,"X7"
"X12","2021-10-12 12:32:28","no_flow",23.4209653651726,"X4"
"X13","2021-08-10 09:26:32","flow",12.9213696564795,"X2"
"EX14","2021-07-23 07:11:56","no_flow",14.436288857584,"X1"
"EX36","2021-09-07 11:27:24","no_flow",1.76129014384467,"X6"
"EX50","2021-07-23 09:01:43","flow",NA,"X5"
"X5","2021-10-22 09:41:26","wt",24.359271721566,"X4"
"EX24","2021-07-23 07:35:40","no_flow",NA,"X5"
"X5","2021-08-18 09:52:17","wt",26.0157231663723,"X4"
"EX21","2021-09-03 09:00:58","no_flow",6.18548324326403,"X7"
"EX47","2021-09-07 10:35:40","wt",11.8467729913362,"X2"
"EX25","2021-08-26 10:37:53","flow",NA,"X6"
"EX41","2021-09-07 11:18:21","no_flow",23.069755723394,"X4"
"EX14","2021-10-22 08:02:12","no_flow",NA,"X3"
"EX63","2021-06-11 10:29:54","flow",21.329433319357,"X4"
"X13","2021-09-28 09:31:44","wt",13.9645147119113,"X1"
"EX41","2021-10-22 11:03:03","flow",17.1778208374375,"X1"
"X8","2021-09-15 11:03:15","no_flow",NA,"X5"
"EX17","2021-09-21 09:53:37","flow",2.33266105360381,"X6"
"EX27","2021-08-10 09:58:01","no_flow",1.6564514448063,"X3"
"EX62","2021-09-21 11:17:23","no_flow",18.8133045424361,"X1"
"EX56","2021-08-18 10:15:56","wt",13.985482451719,"X2"
"EX10","2021-08-10 09:45:33","no_flow",26.2201586294972,"X4"
"EX50","2021-08-26 12:28:05","flow",NA,"X3"
"EX29","2021-10-12 12:34:49","no_flow",9.45645065326127,"X8"
"EX45","2021-08-06 11:57:25","no_flow",5.69274135778367,"X7"
"EX67","2021-10-20 12:25:42","no_flow",14.3314501585456,"X1"
"X13","2021-09-21 09:57:56","flow",NA,"X5"
"EX24","2021-10-13 10:14:39","flow",27.3052391645443,"X4"
"EX53","2021-07-23 09:25:24","no_flow",23.9504007953164,"X4"
"EX13","2021-09-21 09:49:10","wt",2.34314492350764,"X6"
"EX43","2021-09-03 09:36:38","no_flow",10.6096763426834,"X8"
"EX41","2021-08-10 11:13:38","flow",26.1624973450261,"X4"
"EX68","2021-09-18 13:24:36","flow",10.5572569931642,"X8"
"EX30","2021-10-22 09:29:40","flow",NA,"X3"
"EX48","2021-07-23 08:55:13","no_flow",12.3499987467204,"X2"
"EX62","2021-09-28 09:59:12","no_flow",2.9774190526898,"X3"
"EX69","2021-10-20 13:31:27","no_flow",14.1217727604689,"X1"
"EX51","2021-08-10 11:25:49","no_flow",4.93790272470738,"X7"
"EX1","2021-09-21 09:13:37","no_flow",NA,"X3"
"X5","2021-09-02 08:06:36","wt",NA,"X5"
"EX48","2021-10-13 11:44:21","flow",26.8387069538236,"X4"
"EX29","2021-09-07 08:23:54","no_flow",13.859676012873,"X1"
"EX39","2021-08-26 11:42:55","wt",12.5439503399414,"X2"
"X12","2021-10-13 10:21:48","no_flow",NA,"X5"
"X6","2021-09-15 11:25:37","no_flow",2.835886808988,"X3"
"X10","2021-10-20 12:43:41","wt",23.069755723394,"X4"
"X12","2021-08-26 10:20:08","no_flow",4.47661244893854,"X7"
"X9","2021-10-19 09:30:11","no_flow",1.38387082730653,"X6"
"EX53","2021-09-18 13:11:13","no_flow",6.15403163355251,"X7"
"X10","2021-07-23 08:10:54","wt",14.5254017517666,"X1"
"EX4","2021-07-23 07:19:21","no_flow",14.4624985323436,"X1"
"EX60","2021-09-28 09:57:49","no_flow",2.9774190526898,"X3"
"X1","2021-10-22 10:53:32","flow",24.359271721566,"X4"
"X5","2021-09-15 12:41:29","no_flow",14.6826598003242,"X1"
"EX6","2021-10-22 08:16:23","no_flow",12.6697567787874,"X2"
"EX26","2021-10-20 13:37:34","no_flow",9.60322483191499,"X8"
"X2","2021-10-20 12:26:43","no_flow",5.3362897810532,"X7"
"X1","2021-09-16 11:06:40","flow",13.8491921429691,"X1"
"EX31","2021-06-11 08:02:34","no_flow",14.6983856051799,"X2"
"EX43","2021-09-28 10:14:55","no_flow",22.7237880165674,"X4"
"EX1","2021-10-20 12:55:34","no_flow",1.44677404672955,"X6"
"EX40","2021-09-03 09:31:49","wt",NA,"X5"
"EX44","2021-06-11 09:43:23","flow",NA,"X5"
"EX72","2021-09-07 10:37:34","no_flow",3.69556414110266,"X7"
"X5","2021-10-13 11:37:22","flow",15.594756481958,"X2"
"EX3","2021-08-06 09:23:55","no_flow",NA,"X5"
"EX15","2021-09-03 09:09:32","wt",1.93951593220991,"X6"
"EX41","2021-07-23 08:41:27","no_flow",24.0342717545471,"X4"
"EX52","2021-08-26 11:14:30","no_flow",15.919756448977,"X1"
"EX9","2021-10-22 08:14:00","no_flow",NA,"X5"
"EX42","2021-10-22 11:04:28","no_flow",1.54112887586409,"X6"
"EX22","2021-08-18 07:32:35","flow",19.7673367036853,"X1"
"EX13","2021-10-20 12:52:04","no_flow",5.32580591114936,"X7"
"EX2","2021-08-10 08:52:32","no_flow",1.67217724966205,"X3"
"X3","2021-09-21 12:26:43","flow",18.7504013230131,"X1"
"EX65","2021-09-21 12:35:45","no_flow",NA,"X3"
"EX73","2021-09-21 12:22:38","no_flow",NA,"X4"
"X10","2021-09-21 12:59:52","flow",NA,"X5"
"X8","2021-09-03 09:05:03","flow",NA,"X5"
"EX52","2021-09-28 09:51:37","no_flow",1.94999980211374,"X6"
"EX13","2021-09-07 08:39:09","no_flow",3.85806412461214,"X7"
"EX45","2021-08-18 09:31:43","no_flow",NA,"X5"
"EX52","2021-08-10 12:21:34","no_flow",1.57782242052752,"X3"
"EX65","2021-09-03 09:46:06","no_flow",15.3431436042659,"X1"
"EX49","2021-10-22 09:59:19","flow",1.61451596519095,"X6"
"EX27","2021-09-15 11:24:35","no_flow",14.6826598003242,"X1"
"EX40","2021-10-20 12:37:47","no_flow",NA,"X5"
"EX47","2021-06-11 11:18:59","flow",14.4624985323436,"X2"
"EX12","2021-10-12 12:32:25","no_flow",1.45725791663339,"X6"
"EX39","2021-09-21 12:51:08","flow",6.38991870638885,"X7"
"EX22","2021-08-06 10:26:09","flow",5.7556445772067,"X7"
"X3","2021-10-06 11:48:59","flow",25.9318522071416,"X4"
"EX71","2021-09-07 11:34:23","no_flow",2.93548357307445,"X3"
"EX36","2021-08-26 11:45:32","wt",10.3999989446066,"X8"
"EX71","2021-10-22 11:20:45","no_flow",NA,"X3"
"EX62","2021-10-12 12:52:38","no_flow",9.46693452316511,"X8"
"EX68","2021-08-26 14:05:54","flow",15.8254016198425,"X1"
"X9","2021-09-07 09:11:20","no_flow",2.9774190526898,"X3"
"EX29","2021-09-21 10:14:35","no_flow",NA,"X4"
"EX9","2021-09-28 09:18:15","no_flow",2.97217711773788,"X3"
"EX36","2021-10-13 12:19:21","flow",29.323384121033,"X1"
"X1","2021-09-02 11:57:33","flow",16.821369260707,"X1"
"EX32","2021-09-18 12:22:51","wt",3.47016093817016,"X3"
"X12","2021-09-21 09:37:51","no_flow",6.44233805590804,"X7"
"X4","2021-08-18 09:22:00","flow",5.24193495191867,"X7"
"EX58","2021-09-18 12:52:56","no_flow",6.10685421898525,"X7"
"EX11","2021-08-10 09:49:11","no_flow",NA,"X5"
"EX70","2021-09-18 12:21:03","no_flow",17.3193530811393,"X1"
"EX67","2021-10-22 10:08:33","flow",5.91290262576425,"X7"
"EX43","2021-08-10 11:46:52","no_flow",12.9475793312391,"X2"
"X14","2021-07-20 12:30:52","flow",1.76653207879659,"X3"
"EX23","2021-06-02 12:30:40","no_flow",4.61814469264034,"X7"
"EX55","2021-08-10 10:38:25","no_flow",1.66693531471014,"X3"
"EX9","2021-09-18 11:40:35","no_flow",12.8427406322007,"X2"
"EX60","2021-10-13 11:23:21","flow",15.6052403518619,"X2"
"EX43","2021-09-03 09:36:38","no_flow",12.570160014701,"X2"
"EX15","2021-09-28 09:24:48","no_flow",11.8887084709515,"X2"
"EX42","2021-08-06 12:26:18","no_flow",NA,"X4"
"EX54","2021-08-10 10:04:36","no_flow",1.67741918461397,"X3"
"EX60","2021-10-12 12:50:03","flow",5.53024137427419,"X7"
"X8","2021-10-12 12:21:50","wt",9.46169258821319,"X8"
"EX56","2021-09-15 12:51:42","no_flow",11.5112891544134,"X2"
"EX20","2021-10-22 08:58:58","flow",1.76129014384467,"X6"
"EX30","2021-08-06 11:03:23","flow",14.2370953294111,"X2"
"EX44","2021-10-22 11:03:53","flow",9.91774092903012,"X8"
"EX54","2021-09-03 10:08:12","no_flow",6.122580023841,"X7"
"X1","2021-10-06 11:42:28","flow",4.41895116446744,"X3"
"EX5","2021-10-12 12:16:02","no_flow",3.06653194687242,"X3"
"EX59","2021-10-13 11:23:30","flow",30.2826582172341,"X1"
"X9","2021-09-08 08:37:54","no_flow",NA,"X5"
"EX20","2021-09-07 08:50:45","no_flow",11.8939504059035,"X2"
"EX59","2021-10-13 11:23:30","flow",26.93830371791,"X4"
"X13","2021-07-23 07:32:21","wt",NA,"X6"
"X1","2021-10-15 11:58:53","flow",1.96048367201758,"X6"
"X12","2021-08-26 10:20:08","no_flow",16.0088693431596,"X1"
"EX30","2021-09-03 10:08:14","flow",15.3431436042659,"X1"
"EX65","2021-09-28 10:12:09","no_flow",5.22620914706291,"X7"
"X10","2021-08-06 12:55:47","flow",NA,"X4"
"EX53","2021-08-10 10:02:47","no_flow",NA,"X6"
"X12","2021-08-26 10:20:08","no_flow",NA,"X6"
"EX2","2021-09-28 09:21:28","no_flow",NA,"X5"
"X11","2021-09-21 12:43:47","wt",NA,"X5"
"X8","2021-07-27 07:13:33","flow",NA,"X5"
"X13","2021-10-13 13:11:47","flow",7.63225728999358,"X7"
"EX69","2021-08-06 10:50:04","no_flow",NA,"X4"
"EX41","2021-10-13 12:09:21","flow",NA,"X5"
"EX44","2021-10-20 12:33:41","no_flow",9.62419257172267,"X8"
"EX4","2021-09-21 09:19:38","no_flow",18.9600787210898,"X1"
"EX44","2021-09-15 12:13:52","no_flow",2.7520158497573,"X6"
"EX32","2021-06-11 08:15:44","no_flow",NA,"X5"
"EX70","2021-09-03 09:21:37","no_flow",1.92379012735415,"X6"
"EX36","2021-09-18 12:26:18","flow",3.48064480807399,"X3"
"EX30","2021-09-07 09:02:13","no_flow",9.9124989940782,"X8"
"X10","2021-10-22 11:15:28","flow",17.1778208374375,"X1"
"EX59","2021-08-18 09:45:07","flow",19.5366915658009,"X1"
"EX32","2021-09-03 09:24:34","no_flow",15.4322564984486,"X1"
"EX66","2021-10-12 11:02:03","flow",1.47822565644106,"X6"
"EX41","2021-08-10 11:13:38","flow",NA,"X6"
"EX71","2021-10-22 11:20:45","no_flow",9.92298286398203,"X8"
"EX1","2021-06-02 10:42:15","no_flow",11.8258052515285,"X8"
"X15","2021-10-22 09:44:58","wt",5.91290262576425,"X7"
"EX11","2021-09-15 11:22:30","no_flow",NA,"X5"
"EX56","2021-06-02 13:26:17","no_flow",2.41129007788259,"X3"
"EX70","2021-09-07 11:34:52","no_flow",2.93548357307445,"X3"
"X11","2021-10-22 11:06:01","wt",9.91774092903012,"X8"
"EX3","2021-08-06 09:23:55","no_flow",2.25927396427694,"X3"
"EX9","2021-06-02 11:12:31","no_flow",2.34838685845956,"X3"
"EX63","2021-09-07 09:13:23","no_flow",13.922579232296,"X1"
"EX54","2021-10-13 12:39:51","flow",NA,"X5"
"EX43","2021-10-12 13:16:34","no_flow",9.44596678335743,"X8"
"EX54","2021-10-13 12:39:51","flow",28.8620938452642,"X1"
"EX2","2021-09-28 09:21:28","no_flow",2.97217711773788,"X3"
"EX34","2021-10-12 13:22:00","no_flow",23.33185247099,"X4"
"EX67","2021-08-06 12:13:27","flow",2.17016107009433,"X3"
"EX8","2021-10-12 12:14:17","no_flow",5.70322522768751,"X7"
"EX44","2021-09-15 12:13:52","no_flow",11.5584665689807,"X2"
"EX14","2021-10-13 09:34:23","flow",5.67701555292791,"X3"
"EX39","2021-09-21 12:51:08","flow",10.2217731562414,"X8"
"EX25","2021-10-22 09:07:46","flow",17.335078885995,"X1"
"X10","2021-07-28 10:11:35","flow",17.7963691617639,"X2"
"EX37","2021-10-20 12:38:57","no_flow",5.34677365095704,"X7"
"EX41","2021-08-26 11:55:21","flow",NA,"X5"
"EX38","2021-09-21 12:52:29","wt",10.2217731562414,"X8"
"X1","2021-09-13 11:52:50","flow",11.9044342758073,"X2"
"EX1","2021-08-26 08:55:38","no_flow",4.70201565187104,"X7"
"EX72","2021-08-06 11:51:27","no_flow",NA,"X4"
"X1","2021-09-30 11:52:17","flow",3.95766088869859,"X3"
"EX29","2021-08-10 09:54:26","no_flow",26.2201586294972,"X4"
"EX12","2021-08-18 08:10:11","no_flow",NA,"X5"
"EX2","2021-09-28 09:21:28","no_flow",22.7709654311347,"X4"
"EX65","2021-08-10 11:14:05","no_flow",4.99032207422657,"X7"
"EX60","2021-08-18 09:50:59","flow",5.22096721211099,"X7"
"EX5","2021-10-13 09:57:57","flow",16.1399177169576,"X2"
"EX36","2021-10-13 12:19:21","flow",12.1770148933071,"X8"
"EX33","2021-09-15 12:04:57","no_flow",11.5427407641249,"X2"
"EX53","2021-09-07 09:01:17","no_flow",23.0330621787306,"X4"
"EX25","2021-09-03 08:58:53","wt",1.91330625745031,"X6"
"X3","2021-09-07 10:47:31","wt",11.8624987961919,"X2"
"X13","2021-08-10 09:26:32","flow",26.2096747595933,"X4"
"EX45","2021-10-13 11:46:23","no_flow",3.55403189740086,"X6"
"EX8","2021-10-13 09:52:28","no_flow",NA,"X5"
"EX16","2021-10-22 08:17:33","no_flow",1.79274175355618,"X6"
"EX54","2021-09-18 11:33:34","no_flow",10.5205634485008,"X8"
"EX12","2021-09-28 09:41:39","no_flow",1.93427399725799,"X6"
"X3","2021-06-11 10:48:55","flow",NA,"X5"
"EX11","2021-07-23 07:43:18","no_flow",3.36008030417986,"X7"
"X7","2021-10-22 08:42:28","flow",NA,"X3"
"EX21","2021-08-06 10:27:22","no_flow",NA,"X5"
"EX47","2021-09-03 09:53:59","wt",15.3955629537851,"X1"
"EX46","2021-08-06 12:02:49","no_flow",NA,"X4"
"EX28","2021-09-28 09:46:59","no_flow",1.93427399725799,"X6"
"EX55","2021-08-18 10:16:13","wt",13.985482451719,"X2"
"EX31","2021-08-18 08:31:46","no_flow",4.60241888778459,"X7"
"EX60","2021-06-11 10:37:00","flow",NA,"X6"
"EX25","2021-07-23 07:55:24","wt",1.76653207879659,"X3"
"EX20","2021-09-07 08:50:45","no_flow",9.91774092903012,"X8"
"EX29","2021-09-03 08:45:13","no_flow",24.4169330060371,"X4"
"X3","2021-09-02 11:49:38","flow",4.8592737004286,"X7"
"EX73","2021-09-07 11:02:03","no_flow",NA,"X5"
"EX19","2021-09-18 12:02:03","no_flow",24.4641104206044,"X4"
"X5","2021-09-18 12:54:48","wt",17.2931434063797,"X1"
"EX34","2021-09-28 08:29:40","no_flow",2.97217711773788,"X3"
"EX41","2021-09-07 11:18:21","no_flow",9.90201512417436,"X8"
"X14","2021-08-26 12:29:29","flow",12.570160014701,"X2"
"EX58","2021-09-15 12:40:27","no_flow",14.6826598003242,"X1"
"X11","2021-09-01 11:18:55","wt",NA,"X6"
"EX63","2021-09-28 09:58:50","no_flow",22.7447557563751,"X4"
"EX28","2021-07-23 07:39:30","no_flow",14.4729824022474,"X1"
"EX55","2021-06-02 13:28:30","no_flow",NA,"X5"
"EX58","2021-10-13 11:25:49","no_flow",5.24717688687058,"X3"
"EX37","2021-10-12 13:20:00","no_flow",9.46693452316511,"X8"
"X5","2021-09-08 08:42:18","no_flow",3.02459646725707,"X3"
"X14","2021-10-19 08:52:00","flow",1.36290308749885,"X6"
"X9","2021-07-23 09:05:29","wt",3.15564484105504,"X7"
"EX63","2021-08-18 10:03:41","flow",26.03669090618,"X4"
"EX1","2021-09-18 11:43:20","no_flow",10.5100795785969,"X8"
"EX46","2021-08-18 09:32:26","no_flow",19.5838689803681,"X1"
"EX51","2021-07-23 08:59:15","no_flow",1.73508046908508,"X3"
"EX46","2021-09-28 08:04:59","no_flow",NA,"X5"
"EX9","2021-08-18 06:40:27","no_flow",5.03749948879384,"X7"
"EX62","2021-10-22 09:31:48","no_flow",12.6749987137393,"X2"
"EX33","2021-08-06 12:49:22","flow",21.3399171892609,"X1"
"X12","2021-10-20 13:14:14","no_flow",5.33104784610128,"X7"
"EX46","2021-09-18 12:28:48","no_flow",17.2512079267643,"X1"
"X14","2021-08-06 11:52:22","flow",5.71895103254326,"X7"
"EX61","2021-06-11 10:21:07","wt",NA,"X5"
"EX57","2021-08-10 10:42:37","wt",NA,"X5"
"EX12","2021-09-03 08:48:19","no_flow",6.17499937336019,"X7"
"X1","2021-10-20 12:11:32","flow",NA,"X5"
"EX70","2021-09-21 13:10:45","no_flow",10.2270150911933,"X8"
"EX39","2021-10-20 12:37:50","no_flow",NA,"X5"
"EX8","2021-06-02 11:09:57","no_flow",NA,"X5"
"X5","2021-10-13 11:37:22","flow",5.1947575373514,"X3"
"EX3","2021-08-10 08:54:10","no_flow",NA,"X5"
"X12","2021-10-22 09:01:09","no_flow",12.6487890389797,"X2"
"X13","2021-09-03 09:00:00","wt",1.90806432249839,"X6"
"X15","2021-10-19 08:45:14","wt",23.2899169913746,"X4"
"EX10","2021-06-02 11:18:05","no_flow",NA,"X5"
"EX3","2021-09-18 11:43:15","no_flow",17.466127259793,"X1"
"X15","2021-08-12 11:28:55","wt",NA,"X6"
"EX32","2021-09-18 12:22:51","wt",6.14878969860059,"X7"
"X1","2021-10-15 11:58:53","flow",6.20120904811978,"X7"
"EX29","2021-07-23 07:47:21","no_flow",14.3995953129206,"X1"
"EX33","2021-10-13 12:33:34","flow",NA,"X5"
"EX68","2021-08-26 14:05:54","flow",NA,"X5"
"EX34","2021-09-28 08:29:40","no_flow",11.8782246010477,"X2"
"X8","2021-10-15 11:15:41","flow",10.4209666844143,"X8"
"EX9","2021-10-12 12:13:37","no_flow",5.70322522768751,"X7"
"X12","2021-08-06 10:30:48","no_flow",NA,"X4"
"EX35","2021-10-22 11:13:14","no_flow",5.90241875586042,"X7"
"EX18","2021-08-10 09:31:35","flow",NA,"X6"
"EX50","2021-09-07 10:23:12","flow",1.78749981860426,"X6"
"EX67","2021-09-21 12:19:39","flow",18.8133045424361,"X1"
"EX45","2021-06-11 11:26:24","no_flow",12.0879019991244,"X8"
"EX8","2021-10-12 12:14:17","no_flow",12.2346761777782,"X2"
"EX71","2021-09-21 13:10:40","no_flow",NA,"X3"
"EX30","2021-09-21 11:15:02","flow",6.4580638607638,"X7"
"X3","2021-07-23 08:44:45","flow",NA,"X6"
"EX33","2021-08-10 11:50:55","flow",10.698789236866,"X8"
"EX1","2021-09-15 10:55:06","no_flow",2.37983846817107,"X7"
"EX66","2021-09-21 12:33:55","flow",NA,"X4"
"EX59","2021-08-06 11:39:21","flow",NA,"X6"
"EX17","2021-09-15 11:06:31","no_flow",9.27298292994412,"X8"
"EX28","2021-07-23 07:39:30","no_flow",NA,"X6"
"X13","2021-10-12 12:25:00","wt",9.46693452316511,"X8"
"EX24","2021-09-07 08:37:47","no_flow",13.859676012873,"X1"
"EX9","2021-08-06 09:38:39","no_flow",14.3157243536899,"X2"
"EX66","2021-10-22 10:55:06","flow",1.52540307100833,"X6"
"EX33","2021-10-13 12:33:34","flow",26.5661263363238,"X4"
"EX62","2021-10-13 11:19:09","no_flow",8.06733789100283,"X7"
"EX6","2021-09-07 08:09:09","no_flow",23.0645137884421,"X4"
"EX49","2021-10-13 11:41:37","flow",12.308063267105,"X8"
"EX9","2021-08-10 08:40:14","no_flow",NA,"X5"
"EX25","2021-09-18 12:08:17","flow",24.4693523555563,"X4"
"X2","2021-07-27 08:49:08","flow",NA,"X3"
"X7","2021-06-02 12:21:49","no_flow",14.3471759634014,"X1"
"EX10","2021-10-13 10:21:40","no_flow",31.8028193532905,"X1"
"X2","2021-09-15 12:16:28","no_flow",22.6556428621925,"X4"
"EX57","2021-09-28 09:55:46","no_flow",13.9645147119113,"X1"
"EX12","2021-10-20 13:29:01","no_flow",9.57177322220348,"X8"
"EX2","2021-08-06 09:18:10","flow",12.4129019661434,"X8"
"EX73","2021-10-12 10:57:42","no_flow",9.47217645811703,"X8"
"EX61","2021-08-26 12:42:26","no_flow",10.4052408795586,"X8"
"EX15","2021-09-03 09:09:32","wt",3.18185451581463,"X3"
"EX43","2021-09-15 12:11:50","no_flow",11.5584665689807,"X2"
"EX25","2021-08-10 09:42:05","wt",17.0048369840241,"X1"
"EX59","2021-08-06 11:39:21","flow",2.19637074485392,"X3"
"EX2","2021-09-03 09:15:57","no_flow",6.17499937336019,"X7"
"EX72","2021-10-13 11:25:12","flow",7.99919273662788,"X7"
"EX44","2021-09-28 10:13:04","no_flow",13.9749985818152,"X1"
"EX59","2021-09-21 11:47:46","flow",10.2427408960491,"X8"
"EX31","2021-09-07 11:34:21","no_flow",3.44395126341056,"X7"
